feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,label
0.0,0.0,0.0,0.26496914,-0.1204462,0.108917736,0.3956957,-0.29545075,0.080313824,0.53817946,-0.41569567,-0.0048073027,0.57389987,-0.5675066,-0.0892594,-0.038519885,-0.6350127,0.06804534,0.14659035,-0.95386326,-0.05517314,0.4066367,-0.8781919,-0.14271119,0.5317464,-0.7121954,-0.1799693,-0.10717602,-0.61457044,-0.07077389,0.14092568,-0.9692841,-0.17642337,0.44442835,-0.8626654,-0.22662184,0.55955887,-0.6869886,-0.24490643,-0.10916745,-0.5604338,-0.21414572,0.13189238,-0.93805295,-0.3204076,0.42201516,-0.8115445,-0.29851606,0.52000356,-0.63647085,-0.26221308,-0.035414636,-0.47748768,-0.35115358,0.2038152,-0.75669897,-0.42756286,0.4165462,-0.6749372,-0.39140654,0.5006787,-0.5262834,-0.35028076,0
0.0,0.0,0.0,0.22444546,-0.11611634,0.068829626,0.3338941,-0.3038438,0.034346066,0.46683902,-0.43575203,-0.046369754,0.50178325,-0.58146673,-0.12257165,-0.079426065,-0.61504716,0.026370348,0.11108786,-0.92992675,-0.11144077,0.35081208,-0.84708154,-0.20528613,0.46067455,-0.6860685,-0.2410611,-0.15357493,-0.6066172,-0.08802977,0.08642493,-0.9731561,-0.21330224,0.37441808,-0.8607059,-0.26617107,0.4844504,-0.6917993,-0.27526253,-0.16249062,-0.56871647,-0.20880927,0.06647369,-0.9435437,-0.3191738,0.33572307,-0.82544076,-0.30139014,0.4332789,-0.66090155,-0.259485,-0.09359513,-0.48744285,-0.32730877,0.112571955,-0.78657115,-0.4067606,0.31407806,-0.7260515,-0.37682685,0.40192187,-0.59919995,-0.3328988,0
0.0,0.0,0.0,0.22083889,-0.13999124,0.07453628,0.32712284,-0.34413442,0.050809626,0.4516927,-0.47953483,-0.018177144,0.45895103,-0.6115264,-0.08095834,-0.07191476,-0.63993335,0.052648615,0.09887147,-0.9517812,-0.06579452,0.33323595,-0.88084334,-0.15545507,0.44177246,-0.73406667,-0.19415635,-0.13771196,-0.62499696,-0.05686788,0.09423045,-0.98320067,-0.15632391,0.36066803,-0.8779369,-0.20676601,0.45108122,-0.72371566,-0.22322878,-0.14200443,-0.58110565,-0.17197603,0.08060897,-0.93972594,-0.26065904,0.3303151,-0.8253802,-0.24519718,0.40979066,-0.6710156,-0.21401684,-0.072668724,-0.5019775,-0.2851902,0.12782024,-0.77357405,-0.34446898,0.31543717,-0.7168115,-0.3117963,0.38704187,-0.59955126,-0.27387604,0
0.0,0.0,0.0,0.21432126,-0.12952445,0.05157788,0.325801,-0.33824068,0.011587069,0.44885984,-0.49579006,-0.06191048,0.4860641,-0.648954,-0.13206825,-0.12800051,-0.62509936,-0.0011468909,0.002003758,-0.87677526,-0.11419278,0.2538931,-0.87990636,-0.18493456,0.4362222,-0.7988475,-0.21786529,-0.21114492,-0.6017002,-0.103734605,-0.04641744,-0.91741204,-0.24111308,0.26273128,-0.916551,-0.30150723,0.4607277,-0.81400126,-0.3168907,-0.24253576,-0.55095345,-0.20887402,-0.08492835,-0.89116013,-0.3383554,0.22612052,-0.89675665,-0.34255219,0.42079383,-0.80962247,-0.3146053,-0.205588,-0.46022126,-0.31020772,-0.016365943,-0.72491264,-0.41714105,0.22435221,-0.75319064,-0.41834655,0.38965443,-0.7060386,-0.39311144,0
0.0,0.0,0.0,0.19747795,-0.1615956,0.04632391,0.29390848,-0.38355154,0.021883313,0.39275768,-0.5467962,-0.037302345,0.4127042,-0.7246651,-0.09163363,-0.0943992,-0.5978731,0.030238248,0.0023329533,-0.8755663,-0.07415556,0.21899058,-0.8958575,-0.13810219,0.37932584,-0.8260611,-0.16202061,-0.18044484,-0.5865428,-0.062326524,-0.07024174,-0.93253803,-0.20009148,0.21177542,-0.9418409,-0.2609347,0.3989711,-0.83458877,-0.26754805,-0.22268444,-0.55093384,-0.16053069,-0.11589208,-0.90123594,-0.2768799,0.16190131,-0.9048556,-0.2852215,0.3357909,-0.82017624,-0.2567784,-0.21481526,-0.48457697,-0.2570857,-0.06586621,-0.7628645,-0.34003004,0.1450342,-0.7874674,-0.33522457,0.29491976,-0.73459953,-0.30576977,0
0.0,0.0,0.0,0.2501531,-0.252104,0.13442403,0.3286316,-0.47280195,0.15805165,0.4435305,-0.62146556,0.12833074,0.4593115,-0.73106533,0.10412529,-0.14794023,-0.6917208,0.18976808,0.08717294,-0.93800414,0.117868505,0.29716986,-0.9249165,0.045422867,0.43875343,-0.84621656,0.006269605,-0.18609615,-0.6835413,0.06519084,0.11835304,-0.98468715,-0.024791941,0.3540836,-0.9310337,-0.08832347,0.48068166,-0.8072068,-0.110892735,-0.1631475,-0.65520024,-0.06357863,0.12515849,-0.9378646,-0.122895114,0.36336067,-0.8887223,-0.12719306,0.4869854,-0.7793212,-0.11471839,-0.07019034,-0.59583426,-0.18820381,0.17241532,-0.80415404,-0.21216446,0.3566935,-0.79461765,-0.1930956,0.47118428,-0.7384703,-0.17171565,0
0.0,0.0,0.0,0.24798606,-0.27377212,0.14213912,0.32275343,-0.49433577,0.16606328,0.42979872,-0.65302145,0.13177678,0.44846886,-0.7638633,0.10155852,-0.16101488,-0.70643246,0.21780856,0.059362154,-0.9512451,0.14822729,0.27077958,-0.93886125,0.072796516,0.41095462,-0.8677846,0.02934776,-0.20449479,-0.6978788,0.08473978,0.08533362,-0.9941781,-0.0023413138,0.3235369,-0.9437504,-0.06825749,0.45336252,-0.82850796,-0.09489051,-0.18818264,-0.66752386,-0.05407784,0.09322585,-0.9467785,-0.11908578,0.33505583,-0.90223604,-0.12413523,0.4631326,-0.797909,-0.11144279,-0.10156758,-0.6085129,-0.18853934,0.14883365,-0.81480414,-0.21986434,0.3406671,-0.807315,-0.20143081,0.4600343,-0.7506779,-0.17950563,0
0.0,0.0,0.0,0.26864642,-0.25560462,0.15380368,0.34633294,-0.4731017,0.18139112,0.4684096,-0.6183572,0.14956744,0.49260226,-0.7445106,0.11979562,-0.12983948,-0.69744456,0.21910945,0.11187506,-0.9305998,0.16562529,0.32558286,-0.91066444,0.09995363,0.46644995,-0.83929336,0.06050178,-0.16219492,-0.68884605,0.08215935,0.14185992,-0.9826344,0.010113342,0.3769459,-0.92472047,-0.052952487,0.50170964,-0.8075877,-0.08121245,-0.1337359,-0.65737104,-0.05743471,0.15094255,-0.9548658,-0.099337645,0.38709697,-0.89530456,-0.099757314,0.50249517,-0.7846408,-0.09137018,-0.037459314,-0.59428024,-0.19194646,0.2118461,-0.8069329,-0.19919297,0.39456284,-0.7889902,-0.17063154,0.4978493,-0.7263181,-0.14793889,0
0.0,0.0,0.0,0.25967613,-0.28833228,0.19579361,0.32334295,-0.5040926,0.24051513,0.4241823,-0.6590728,0.21311037,0.43138745,-0.7856797,0.18420811,-0.13738067,-0.69127846,0.3023299,0.07031084,-0.93500704,0.26015386,0.26983118,-0.9350727,0.19230703,0.39247656,-0.87300825,0.15050545,-0.17995013,-0.6845133,0.14252518,0.10261143,-0.99150985,0.07987018,0.32192913,-0.9462483,0.007410175,0.42944518,-0.83279127,-0.028084025,-0.16035321,-0.66225916,-0.02043776,0.11010546,-0.9729436,-0.054008987,0.33806232,-0.92129296,-0.058030967,0.4448602,-0.81214195,-0.053061746,-0.077895775,-0.6085659,-0.17614943,0.1723006,-0.8254213,-0.17582661,0.35516247,-0.82144904,-0.148181,0.45591605,-0.77000463,-0.12799945,0
0.0,0.0,0.0,0.2760111,-0.26687908,0.14040715,0.36185336,-0.47624698,0.17066109,0.46794963,-0.6196609,0.14488305,0.48194999,-0.74445105,0.12180676,-0.08759372,-0.69263554,0.21824321,0.13710345,-0.9177582,0.15763758,0.3389561,-0.90753704,0.090718515,0.47211096,-0.8390787,0.0539537,-0.12650916,-0.6913821,0.0948668,0.1535595,-0.9748093,0.016015865,0.37636402,-0.92509496,-0.05049263,0.49989516,-0.81303686,-0.077497,-0.10176183,-0.66553634,-0.033506777,0.16903517,-0.94076663,-0.08627506,0.39833847,-0.8891047,-0.10325429,0.5215071,-0.78610104,-0.10014675,-0.015301634,-0.6069484,-0.15713121,0.22436875,-0.80303,-0.17362538,0.402767,-0.7940561,-0.16113338,0.5136474,-0.7423747,-0.14622848,0
0.0,0.0,0.0,0.25844288,-0.18351513,0.20914392,0.35817018,-0.38746023,0.2672137,0.4843363,-0.5017327,0.25779057,0.5374105,-0.59907776,0.25353366,-0.053430393,-0.660353,0.23101927,0.1776687,-0.92209256,0.18519025,0.37273583,-0.8960154,0.16154933,0.47102186,-0.7716684,0.16563945,-0.09770502,-0.65300786,0.073851794,0.20281932,-0.97919756,0.006037187,0.43605414,-0.8836329,-0.00032756114,0.52206075,-0.72335124,0.02717852,-0.07488243,-0.61445636,-0.08307378,0.22904234,-0.9368453,-0.1366116,0.4569955,-0.8405535,-0.08582324,0.5278917,-0.69755536,-0.024468377,0.017675512,-0.5399144,-0.22875798,0.28074822,-0.78104675,-0.24818166,0.4503544,-0.73963255,-0.19643919,0.51251465,-0.6466871,-0.14324926,0
0.0,0.0,0.0,0.24866171,-0.20554247,0.24292918,0.3422666,-0.40738347,0.31166258,0.4668506,-0.52154726,0.30435985,0.5054799,-0.6153777,0.3008228,-0.06053598,-0.6730268,0.27119341,0.16582285,-0.9268568,0.23788486,0.35464358,-0.90356106,0.2211488,0.4520674,-0.7871617,0.22872423,-0.097597115,-0.6635636,0.09447578,0.18662508,-0.9815964,0.04049129,0.41393256,-0.89880157,0.045043714,0.49797437,-0.74655044,0.080755666,-0.070856854,-0.6248594,-0.080394596,0.22306894,-0.92797107,-0.12088075,0.44237804,-0.8355069,-0.051629353,0.50621027,-0.69985837,0.023343293,0.024686849,-0.5514779,-0.2429231,0.28118646,-0.78252685,-0.24688743,0.4428092,-0.7393252,-0.17683814,0.4980383,-0.64440596,-0.10911605,0
0.0,0.0,0.0,0.24316747,-0.085300535,-0.00869166,0.38869303,-0.23890676,-0.09046766,0.5481492,-0.37609828,-0.19508278,0.57831913,-0.5380376,-0.28558725,-0.14090042,-0.5688176,-0.093861386,0.11383213,-0.87811786,-0.24043278,0.37404656,-0.7886112,-0.3142991,0.49340194,-0.61052495,-0.33403498,-0.20763364,-0.5666424,-0.16457498,0.1049838,-0.9460631,-0.30650142,0.40638092,-0.8331851,-0.34330228,0.53038275,-0.6610404,-0.33992156,-0.20433073,-0.5276743,-0.24256103,0.113759875,-0.9165797,-0.37570006,0.40202627,-0.8039207,-0.35303202,0.5140793,-0.63462394,-0.30705574,-0.12770846,-0.4364324,-0.32079083,0.16305828,-0.697035,-0.42719838,0.39781094,-0.64026266,-0.41438988,0.51216084,-0.53392214,-0.38138554,0
0.0,0.0,0.0,0.24783507,-0.13969664,0.10912248,0.34376338,-0.34805548,0.09588631,0.47375715,-0.4730943,0.03283859,0.48069957,-0.5901016,-0.021812554,-0.14655347,-0.6328402,0.058297954,0.11212449,-0.9310879,-0.05277716,0.35265425,-0.8769191,-0.10978587,0.45961455,-0.714037,-0.11673985,-0.19971575,-0.6168675,-0.064823605,0.113737546,-0.9793929,-0.1668929,0.38838863,-0.8876641,-0.1728023,0.4884938,-0.7259383,-0.14408313,-0.17288926,-0.5725094,-0.19211769,0.14936137,-0.9240603,-0.27157545,0.41172487,-0.8266907,-0.2099522,0.4901711,-0.677426,-0.14003736,-0.06811687,-0.48793346,-0.3157175,0.21813945,-0.75362533,-0.35717148,0.40656987,-0.7044739,-0.29823992,0.4683369,-0.59594023,-0.2369068,0
0.0,0.0,0.0,0.23151349,-0.1324532,0.040588282,0.34231392,-0.31192788,-0.011391576,0.4827015,-0.44552752,-0.09839242,0.5051,-0.5838501,-0.17523097,-0.18713918,-0.6113499,-0.01808966,0.06448111,-0.9384926,-0.15846273,0.31059963,-0.8680086,-0.24459554,0.42612755,-0.7038747,-0.27330422,-0.25154108,-0.5987489,-0.10919712,0.07530327,-0.97086227,-0.22749898,0.36261615,-0.87656873,-0.2596125,0.48063874,-0.714597,-0.25429353,-0.2328627,-0.5519507,-0.20719442,0.10967365,-0.9326573,-0.31833345,0.38735992,-0.83057874,-0.2864074,0.49373502,-0.67755663,-0.23488584,-0.13558218,-0.46225604,-0.3030816,0.17160144,-0.7199122,-0.38327637,0.3846285,-0.66167104,-0.3496132,0.48149323,-0.5536839,-0.3021127,0
0.0,0.0,0.0,0.068983935,-0.16909677,-0.013492135,0.26561645,-0.33202568,-0.052357912,0.47760427,-0.37570146,-0.096285984,0.651254,-0.37031406,-0.1334777,0.28605127,-0.5407222,-0.073750444,0.6264679,-0.48745114,-0.15145037,0.79898053,-0.37312007,-0.20055284,0.9139023,-0.2672134,-0.2271756,0.28177395,-0.51485914,-0.10398166,0.6363501,-0.462903,-0.17249528,0.81771207,-0.354825,-0.1993407,0.9430056,-0.23907709,-0.21556619,0.29315984,-0.4366478,-0.13813448,0.62937593,-0.41759902,-0.19897352,0.8199142,-0.3231936,-0.21727362,0.95058674,-0.21405423,-0.22486821,0.3236101,-0.31786594,-0.17318726,0.59009135,-0.31412223,-0.2091553,0.7573427,-0.2717156,-0.21774882,0.88784915,-0.21590038,-0.22180572,0
0.0,0.0,0.0,0.18798144,-0.15271065,-0.0018416848,0.36588886,-0.31418252,-0.051764857,0.5449263,-0.37173468,-0.11088843,0.7048258,-0.3655746,-0.16364908,0.25579023,-0.62325454,-0.09448843,0.58308035,-0.5445407,-0.19585803,0.75155437,-0.43594012,-0.26301542,0.87282443,-0.33283243,-0.30340996,0.2242188,-0.5812587,-0.14871025,0.5744372,-0.5075898,-0.24017218,0.7652234,-0.39585087,-0.27464983,0.91222125,-0.2840477,-0.2952443,0.20920545,-0.47677714,-0.20513251,0.5394234,-0.44231498,-0.2851216,0.73320466,-0.35038325,-0.29563048,0.88258874,-0.25697982,-0.29782805,0.21010436,-0.33039573,-0.2621805,0.4483483,-0.3354027,-0.3102852,0.6019589,-0.31181622,-0.3082689,0.72720593,-0.27541998,-0.30339184,0
0.0,0.0,0.0,0.20710023,-0.15400611,0.031493325,0.36022583,-0.33959913,0.0066203843,0.5005725,-0.44537842,-0.03575223,0.6340658,-0.49027374,-0.0758262,0.22815181,-0.6449018,-0.02707449,0.53280807,-0.58430046,-0.1211525,0.72168756,-0.48831373,-0.19438335,0.85481626,-0.39135844,-0.24032654,0.194421,-0.6286078,-0.091790676,0.5508317,-0.5653025,-0.17259492,0.75473547,-0.45839936,-0.21114273,0.9040852,-0.356875,-0.23509616,0.17503788,-0.5490613,-0.15845741,0.519226,-0.5187167,-0.23649931,0.7245799,-0.417534,-0.25417212,0.87279505,-0.32171538,-0.25942886,0.1706573,-0.41960132,-0.22331196,0.42596018,-0.4020529,-0.27854362,0.5750301,-0.34719312,-0.2808305,0.6857206,-0.2877438,-0.27589208,0
0.0,0.0,0.0,0.14394905,-0.097262286,-0.022554068,0.37575948,-0.22296257,-0.049692817,0.6374935,-0.27893895,-0.080738194,0.82395065,-0.33071023,-0.10432058,0.23934989,-0.50932574,-0.018438853,0.5591573,-0.5110138,-0.08378286,0.7287477,-0.4154671,-0.13312265,0.84625405,-0.3317986,-0.16511478,0.2307708,-0.5306269,-0.04017648,0.5658969,-0.53282386,-0.12186742,0.74853814,-0.4427635,-0.17738107,0.8724189,-0.33507416,-0.21031189,0.24937774,-0.5035572,-0.07014693,0.56500685,-0.54766065,-0.15176716,0.7676484,-0.47105488,-0.19745748,0.9030477,-0.37039906,-0.21750763,0.30308026,-0.44918412,-0.0999824,0.55249345,-0.4861047,-0.15839939,0.7158365,-0.4584932,-0.19036362,0.84979904,-0.40586802,-0.2078575,0
0.0,0.0,0.0,0.26865178,-0.046256386,0.021033367,0.47910035,-0.17960417,-0.02909976,0.6790925,-0.3117956,-0.10093984,0.77606124,-0.49745598,-0.16782062,0.015561681,-0.46172115,-0.08510988,0.25002465,-0.7086543,-0.17157215,0.49472237,-0.6807221,-0.19484432,0.6333407,-0.5724344,-0.19261266,-0.053600464,-0.49570844,-0.15768425,0.23039776,-0.8239114,-0.27538264,0.5312184,-0.769705,-0.311262,0.69577515,-0.6140697,-0.31340536,-0.057536043,-0.48620665,-0.22950138,0.19510506,-0.84889287,-0.33238468,0.4930341,-0.7997447,-0.34252858,0.64904857,-0.6650713,-0.32726407,-0.0028978274,-0.43965173,-0.29733592,0.24070394,-0.713674,-0.37227607,0.46860576,-0.7126934,-0.37850735,0.6048505,-0.6390853,-0.36899075,0
0.0,0.0,0.0,0.25683004,-0.0035652802,0.098090194,0.4782715,0.14032231,0.09277244,0.60486794,0.3084044,0.053131234,0.67398953,0.46334663,0.021823427,0.63823414,0.15626556,0.044537373,0.82611865,0.4750294,-0.0046400134,0.7649583,0.6437641,-0.020165429,0.6825062,0.69620997,-0.014651571,0.6089112,0.20874295,-0.04165959,0.77644014,0.57708865,-0.06534029,0.68302584,0.71007055,-0.048598196,0.6047209,0.72463065,-0.033471964,0.5435846,0.27751487,-0.12524909,0.69673103,0.6504131,-0.12056663,0.5970709,0.75866413,-0.06395378,0.5185745,0.7584185,-0.028350482,0.4470701,0.3612512,-0.20651835,0.55003613,0.6657384,-0.18081217,0.49586353,0.7710081,-0.12667061,0.45321888,0.77919275,-0.08895852,0
0.0,0.0,0.0,0.21094735,0.054052364,0.08765616,0.41004688,0.18951204,0.10467242,0.534314,0.3231117,0.089531675,0.6181128,0.44446388,0.07763414,0.55234826,0.15894923,0.14861046,0.6879878,0.34396848,0.14879856,0.75161135,0.48463356,0.14295846,0.7865652,0.57793194,0.14118041,0.55229867,0.1878227,0.0784496,0.678079,0.4300884,0.094618775,0.7087763,0.5871293,0.10162977,0.7054535,0.7007072,0.10651143,0.5059927,0.23591264,0.00402088,0.63406956,0.49210802,0.027788289,0.65009886,0.64474356,0.052355327,0.6357779,0.7497615,0.064720295,0.42269427,0.30002865,-0.069592685,0.51563424,0.507902,-0.032843523,0.53134805,0.64194137,0.003042455,0.5279455,0.73851866,0.025241379,0
